"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/FPS/Environment/Materials/M_Background_2.M_Background_2","0","23","1","1","34.934834","0","101"
"/Game/FPS/Environment/Materials/M_AmmoBox.M_AmmoBox","0","14","1","1","17.930082","0","77"
"/Game/FPS/Environment/Materials/M_Base.M_Base","0","51","3","1","72.135521","0","1025"
"/Game/FPS/Environment/Materials/M_Background.M_Background","0","23","3","1","27.776430","0","214"
"/Game/FPS/Weapons/Materials/M_WeaponBase.M_WeaponBase","0","41","7","1","51.266216","0","121"
"/Game/FPS/Effects/WeaponEffects/Explosion/m_flare_01.m_flare_01","0","20","1","1","16.389965","0","167"
"/Game/FPS/Environment/Materials/M_BaseColor.M_BaseColor","0","57","1","1","70.490448","0","518"
"/Game/FPS/Environment/Materials/M_ConquesDecal.M_ConquesDecal","0","23","1","1","23.520241","0","113"
"/Game/FPS/Environment/Materials/M_EmissiveBase.M_EmissiveBase","0","23","1","1","26.740997","0","135"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","37","1","1","41.101681","0","341"
"/Game/FPS/Environment/Materials/M_Glass.M_Glass","0","61","1","1","208.753067","0","827"
"/Game/FPS/Effects/Materials/M_BlockOut.M_BlockOut","0","23","1","1","27.050827","0","165"
"/Game/FPS/Environment/Materials/M_Glass_Panels_NM.M_Glass_Panels_NM","0","35","2","1","283.216583","0","316"
"/Game/FPS/Environment/Materials/M_Bush.M_Bush","0","41","7","1","40.271004","0","434"
"/Game/FPS/UI/Materials/M_WhiteUI.M_WhiteUI","0","12","1","1","6.660368","0","69"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_Burst.M_Burst","0","21","1","1","15.538424","0","172"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_explosion_subUV.M_explosion_subUV","0","15","1","1","11.947470","0","84"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_radial_ramp.M_radial_ramp","0","20","1","1","15.180137","0","102"
"/Game/FPS/Effects/WeaponEffects/Explosion/M_smoke_subUV.M_smoke_subUV","0","60","13","1","67.265030","0","824"
"/Game/FPS/Effects/Materials/M_Decal_BulletHole.M_Decal_BulletHole","0","23","23","1","24.315449","0","41"
"/Game/FPS/UI/Materials/ObjetiveMaterial.ObjetiveMaterial","0","12","7","1","6.838326","0","35"
"/Game/FPS/Environment/Materials/M_PrototypeGrid.M_PrototypeGrid","0","92","75","4","103.968201","0","213"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","5","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","5","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","145","1","0.000000","0","0"
"/Game/Factory/Materials/Master/M_Glass_01.M_Glass_01","0","0","42","1","0.000000","0","0"
"/Game/TankCleaningCenter/Materials/Master/M_Glass_01.M_Glass_01","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","46","2","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
